"","DistNo.","nX","P2","Q","TruROP","Method","Mean"
"588","3","12","0.99","235","184.292109414414","normal","162.756539315019"
"589","3","24","0.8","46","151.632264570333","normal","100.781572607738"
"590","3","24","0.85","63","160.255981300306","normal","100.781572607738"
"591","3","24","0.9","95","168.811709997337","normal","100.833142290845"
"592","3","24","0.95","110","177.392627523281","normal","119.264465928253"
"593","3","24","0.98","195","182.571128006578","normal","146.313735693844"
"594","3","24","0.99","235","184.292109414414","normal","163.496292599134"
"595","3","30","0.8","46","151.632264570333","normal","99.1138104426016"
"596","3","30","0.85","63","160.255981300306","normal","99.1138104426016"
"597","3","30","0.9","95","168.811709997337","normal","99.1264806450396"
"598","3","30","0.95","110","177.392627523281","normal","118.041024144135"
"599","3","30","0.98","195","182.571128006578","normal","145.285680725676"
"600","3","30","0.99","235","184.292109414414","normal","162.602221100969"
"601","4","7","0.8","18","116.791311878579","normal","99.5041682314827"
"602","4","7","0.85","25","120.691892646687","normal","99.5041682314827"
"603","4","7","0.9","38","125.573223122217","normal","99.5041682314827"
"604","4","7","0.95","44","132.835531451912","normal","99.6999470287443"
"605","4","7","0.98","78","141.007404852846","normal","107.502009878512"
"606","4","7","0.99","94","146.496701788773","normal","115.75335685305"
"607","4","12","0.8","18","116.791311878579","normal","100.35726180242"
"608","4","12","0.85","25","120.691892646687","normal","100.35726180242"
"609","4","12","0.9","38","125.573223122217","normal","100.964945878184"
"610","4","12","0.95","44","132.835531451912","normal","108.098548341526"
"611","4","12","0.98","78","141.007404852846","normal","118.876689028381"
"612","4","12","0.99","94","146.496701788773","normal","125.752960408143"
"613","4","24","0.8","18","116.791311878579","normal","99.3435365110197"
"614","4","24","0.85","25","120.691892646687","normal","99.3435365110197"
"615","4","24","0.9","38","125.573223122217","normal","99.5063840499036"
"616","4","24","0.95","44","132.835531451912","normal","107.202111793077"
"617","4","24","0.98","78","141.007404852846","normal","118.184541508985"
"618","4","24","0.99","94","146.496701788773","normal","125.169253836494"
"619","4","30","0.8","18","116.791311878579","normal","99.6570943587357"
"620","4","30","0.85","25","120.691892646687","normal","99.6570943587357"
"621","4","30","0.9","38","125.573223122217","normal","99.7578022151495"
"622","4","30","0.95","44","132.835531451912","normal","107.289832963423"
"623","4","30","0.98","78","141.007404852846","normal","118.190338968982"
"624","4","30","0.99","94","146.496701788773","normal","125.118769612378"
"625","5","7","0.8","31","128.153576500027","normal","100.27655892632"
"626","5","7","0.85","42","134.670265650035","normal","102.061239384568"
"627","5","7","0.9","63","142.795925193642","normal","108.97014617281"
"628","5","7","0.95","73","154.993152121875","normal","123.156532248076"
"629","5","7","0.98","130","168.753283101418","normal","139.109324106394"
"630","5","7","0.99","156","178.038933648531","normal","149.499824510311"
"631","5","12","0.8","31","128.153576500027","normal","97.987197593422"
"632","5","12","0.85","42","134.670265650035","normal","97.987197593422"
"633","5","12","0.9","63","142.795925193642","normal","98.5624657748991"
"634","5","12","0.95","73","154.993152121875","normal","111.201955293962"
"635","5","12","0.98","130","168.753283101418","normal","129.232806229846"
"636","5","12","0.99","156","178.038933648531","normal","140.762221784615"
"637","5","24","0.8","31","128.153576500027","normal","101.446320653602"
"638","5","24","0.85","42","134.670265650035","normal","101.446320653602"
"639","5","24","0.9","63","142.795925193642","normal","101.576615490253"
"640","5","24","0.95","73","154.993152121875","normal","113.955272501374"
"641","5","24","0.98","130","168.753283101418","normal","131.978994056581"
"642","5","24","0.99","156","178.038933648531","normal","143.431808085913"
"643","5","30","0.8","31","128.153576500027","normal","101.07691057355"
"644","5","30","0.85","42","134.670265650035","normal","101.07691057355"
"645","5","30","0.9","63","142.795925193642","normal","101.175127204234"
"646","5","30","0.95","73","154.993152121875","normal","113.970909723213"
"647","5","30","0.98","130","168.753283101418","normal","132.149833437254"
"648","5","30","0.99","156","178.038933648531","normal","143.708901993556"
"649","6","7","0.8","46","142.83284011092","normal","101.795393829916"
"650","6","7","0.85","63","153.367557133465","normal","103.36339576439"
"651","6","7","0.9","95","166.584253782639","normal","111.350341859424"
"652","6","7","0.95","110","186.278708433497","normal","132.175603800002"
"653","6","7","0.98","195","208.529623920948","normal","156.215096205828"
"654","6","7","0.99","235","223.527928350713","normal","171.804180322647"
"655","6","12","0.8","46","142.83284011092","normal","101.24449821078"
"656","6","12","0.85","63","153.367557133465","normal","101.24449821078"
"657","6","12","0.9","95","166.584253782639","normal","101.855933753226"
"658","6","12","0.95","110","186.278708433497","normal","120.130703087918"
"659","6","12","0.98","195","208.529623920948","normal","147.040213240279"
"660","6","12","0.99","235","223.527928350713","normal","164.19334426435"
"661","6","24","0.8","46","142.83284011092","normal","98.9530511108956"
"662","6","24","0.85","63","153.367557133465","normal","98.9530511108956"
"663","6","24","0.9","95","166.584253782639","normal","99.1837058938083"
"664","6","24","0.95","110","186.278708433497","normal","117.271184173865"
"665","6","24","0.98","195","208.529623920948","normal","144.202492038351"
"666","6","24","0.99","235","223.527928350713","normal","161.30497413131"
"667","6","30","0.8","46","142.83284011092","normal","100.51372196402"
"668","6","30","0.85","63","153.367557133465","normal","100.51372196402"
"669","6","30","0.9","95","166.584253782639","normal","100.698832011429"
"670","6","30","0.95","110","186.278708433497","normal","120.334262256274"
"671","6","30","0.98","195","208.529623920948","normal","147.869285409447"
"672","6","30","0.99","235","223.527928350713","normal","165.38719930907"
"673","7","7","0.8","18","115.866523329478","normal","100.952543045415"
"674","7","7","0.85","25","120.422475457069","normal","100.952543045415"
"675","7","7","0.9","38","126.423530676274","normal","100.952543045415"
"676","7","7","0.95","44","135.879986328339","normal","101.326021615589"
"677","7","7","0.98","78","147.395652374849","normal","108.824797192129"
"678","7","7","0.99","94","155.493376098095","normal","117.037700525208"
"679","7","12","0.8","18","115.866523329478","normal","100.11073310407"
"680","7","12","0.85","25","120.422475457069","normal","100.11073310407"
"681","7","12","0.9","38","126.423530676274","normal","100.569598169245"
"682","7","12","0.95","44","135.879986328339","normal","107.260718591822"
"683","7","12","0.98","78","147.395652374849","normal","117.834818471378"
"684","7","12","0.99","94","155.493376098095","normal","124.560829387005"
"685","7","24","0.8","18","115.866523329478","normal","99.37838190352"
"686","7","24","0.85","25","120.422475457069","normal","99.37838190352"
"687","7","24","0.9","38","126.423530676274","normal","99.620950458785"
"688","7","24","0.95","44","135.879986328339","normal","106.840764974087"
"689","7","24","0.98","78","147.395652374849","normal","117.643172877376"
"690","7","24","0.99","94","155.493376098095","normal","124.504719703901"
"691","7","30","0.8","18","115.866523329478","normal","100.151664055846"
"692","7","30","0.85","25","120.422475457069","normal","100.151664055846"
"693","7","30","0.9","38","126.423530676274","normal","100.452652225201"
"694","7","30","0.95","44","135.879986328339","normal","107.867678607551"
"695","7","30","0.98","78","147.395652374849","normal","118.780172677101"
"696","7","30","0.99","94","155.493376098095","normal","125.717056990318"
"697","8","7","0.8","31","124.632543829727","normal","101.656929553035"
"698","8","7","0.85","42","132.743856645238","normal","104.194696328684"
"699","8","7","0.9","63","143.819507422825","normal","110.702373117555"
"700","8","7","0.95","73","161.771822001025","normal","124.486258495466"
"701","8","7","0.98","130","184.61652794234","normal","140.389279530762"
"702","8","7","0.99","156","201.771767530806","normal","150.765414466952"
"703","8","12","0.8","31","124.632543829727","normal","100.157085823696"
"704","8","12","0.85","42","132.743856645238","normal","100.282058188164"
"705","8","12","0.9","63","143.819507422825","normal","101.848306347669"
"706","8","12","0.95","73","161.771822001025","normal","113.350419671375"
"707","8","12","0.98","130","184.61652794234","normal","131.233981765151"
"708","8","12","0.99","156","201.771767530806","normal","142.651974188288"
"709","8","24","0.8","31","124.632543829727","normal","100.622216329778"
"710","8","24","0.85","42","132.743856645238","normal","100.622216329778"
"711","8","24","0.9","63","143.819507422825","normal","101.164970889898"
"712","8","24","0.95","73","161.771822001025","normal","113.364966470284"
"713","8","24","0.98","130","184.61652794234","normal","131.374160221094"
"714","8","24","0.99","156","201.771767530806","normal","142.834086809376"
"715","8","30","0.8","31","124.632543829727","normal","99.826642227875"
"716","8","30","0.85","42","132.743856645238","normal","99.826642227875"
"717","8","30","0.9","63","143.819507422825","normal","100.36501772541"
"718","8","30","0.95","73","161.771822001025","normal","112.703462528721"
"719","8","30","0.98","130","184.61652794234","normal","130.793245549575"
"720","8","30","0.99","156","201.771767530806","normal","142.295989706172"
"721","9","7","0.8","46","133.194263052023","normal","100.568907940201"
"722","9","7","0.85","63","145.987467510748","normal","103.118636948003"
"723","9","7","0.9","95","163.903847948021","normal","110.633131927818"
"724","9","7","0.95","110","194.65661243066","normal","130.386739467166"
"725","9","7","0.98","195","236.234112558382","normal","154.159637489198"
"726","9","7","0.99","235","269.120431364327","normal","169.574345459047"
"727","9","12","0.8","46","133.194263052023","normal","100.973417915721"
"728","9","12","0.85","63","145.987467510748","normal","101.225909262727"
"729","9","12","0.9","95","163.903847948021","normal","103.333984668458"
"730","9","12","0.95","110","194.65661243066","normal","119.626139447648"
"731","9","12","0.98","195","236.234112558382","normal","145.788962029195"
"732","9","12","0.99","235","269.120431364327","normal","162.552418983927"
"733","9","24","0.8","46","133.194263052023","normal","100.367117510797"
"734","9","24","0.85","63","145.987467510748","normal","100.553659139874"
"735","9","24","0.9","95","163.903847948021","normal","101.509188150567"
"736","9","24","0.95","110","194.65661243066","normal","118.262245783715"
"737","9","24","0.98","195","236.234112558382","normal","144.838318905915"
"738","9","24","0.99","235","269.120431364327","normal","161.698334273882"
"739","9","30","0.8","46","133.194263052023","normal","99.8611044994444"
"740","9","30","0.85","63","145.987467510748","normal","99.8611044994444"
"741","9","30","0.9","95","163.903847948021","normal","101.211303226601"
"742","9","30","0.95","110","194.65661243066","normal","119.435676589696"
"743","9","30","0.98","195","236.234112558382","normal","146.672284851999"
"744","9","30","0.99","235","269.120431364327","normal","163.984997539104"
"745","10","7","0.8","93","142.564864766353","normal","118.092182389042"
"746","10","7","0.85","126","167.677665355944","normal","127.909492324222"
"747","10","7","0.9","190","205.66869397412","normal","145.46239747292"
"748","10","7","0.95","220","278.259662137786","normal","181.492451494171"
"749","10","7","0.98","390","390.430001866115","normal","224.38963309844"
"750","10","7","0.99","470","488.392797798892","normal","252.541375012775"
"751","10","12","0.8","93","142.564864766353","normal","108.04998609093"
"752","10","12","0.85","126","167.677665355944","normal","112.065224106111"
"753","10","12","0.9","190","205.66869397412","normal","121.089732532934"
"754","10","12","0.95","220","278.259662137786","normal","151.185428030487"
"755","10","12","0.98","390","390.430001866115","normal","200.546429864545"
"756","10","12","0.99","470","488.392797798892","normal","233.938324822564"
"757","10","24","0.8","93","142.564864766353","normal","99.1678461180541"
"758","10","24","0.85","126","167.677665355944","normal","99.8972377247066"
"759","10","24","0.9","190","205.66869397412","normal","104.508624940902"
"760","10","24","0.95","220","278.259662137786","normal","131.832408331713"
"761","10","24","0.98","390","390.430001866115","normal","181.170971757724"
"762","10","24","0.99","470","488.392797798892","normal","213.047547259722"
"763","10","30","0.8","93","142.564864766353","normal","99.3187702635197"
"764","10","30","0.85","126","167.677665355944","normal","99.7620387624623"
"765","10","30","0.9","190","205.66869397412","normal","104.430201722256"
"766","10","30","0.95","220","278.259662137786","normal","133.944956308352"
"767","10","30","0.98","390","390.430001866115","normal","185.519010782227"
"768","10","30","0.99","470","488.392797798892","normal","218.401160418417"
"769","11","7","0.8","187","129.930764392445","normal","99.4190047577887"
"770","11","7","0.85","253","166.286964208943","normal","108.488084359794"
"771","11","7","0.9","380","226.753460458822","normal","125.966862064001"
"772","11","7","0.95","440","359.360776380979","normal","164.070497400368"
"773","11","7","0.98","780","601.421777175458","normal","216.837701488771"
"774","11","7","0.99","940","846.448421595572","normal","253.749013564092"
"775","11","12","0.8","187","129.930764392445","normal","103.739723291157"
"776","11","12","0.85","253","166.286964208943","normal","109.68947546841"
"777","11","12","0.9","380","226.753460458822","normal","120.321992698481"
"778","11","12","0.95","440","359.360776380979","normal","154.629096711999"
"779","11","12","0.98","780","601.421777175458","normal","218.102782273121"
"780","11","12","0.99","940","846.448421595572","normal","266.305313186541"
"781","11","24","0.8","187","129.930764392445","normal","99.1403341961744"
"782","11","24","0.85","253","166.286964208943","normal","99.1815834053595"
"783","11","24","0.9","380","226.753460458822","normal","103.827338977715"
"784","11","24","0.95","440","359.360776380979","normal","136.779677192293"
"785","11","24","0.98","780","601.421777175458","normal","210.747543668983"
"786","11","24","0.99","940","846.448421595572","normal","262.900510208513"
"787","11","30","0.8","187","129.930764392445","normal","97.6744690667402"
"788","11","30","0.85","253","166.286964208943","normal","99.9797268581192"
"789","11","30","0.9","380","226.753460458822","normal","107.288344742052"
"790","11","30","0.95","440","359.360776380979","normal","141.062789377988"
"791","11","30","0.98","780","601.421777175458","normal","219.640147465854"
"792","11","30","0.99","940","846.448421595572","normal","273.939674818684"
"793","12","7","0.8","18","121.051621419554","normal","99.6214970849273"
"794","12","7","0.85","25","124.881453146574","normal","99.6214970849273"
"795","12","7","0.9","38","129.178315929972","normal","99.6214970849273"
"796","12","7","0.95","44","134.930864208781","normal","99.6214970849273"
"797","12","7","0.98","78","140.902811666907","normal","99.6214970849273"
"798","12","7","0.99","94","144.764123104154","normal","100.001500970665"
"799","12","12","0.8","18","121.051621419554","normal","99.9867014816859"
"800","12","12","0.85","25","124.881453146574","normal","99.9867014816859"
"801","12","12","0.9","38","129.178315929972","normal","100.19288869796"
"802","12","12","0.95","44","134.930864208781","normal","107.77202727917"
"803","12","12","0.98","78","140.902811666907","normal","118.655306372553"
"804","12","12","0.99","94","144.764123104154","normal","125.591278382845"
"805","12","24","0.8","18","121.051621419554","normal","99.5040368079668"
"806","12","24","0.85","25","124.881453146574","normal","99.5040368079668"
"807","12","24","0.9","38","129.178315929972","normal","99.5129210391532"
"808","12","24","0.95","44","134.930864208781","normal","107.039957996476"
"809","12","24","0.98","78","140.902811666907","normal","117.911776098767"
"810","12","24","0.99","94","144.764123104154","normal","124.820607701024"
"811","12","30","0.8","18","121.051621419554","normal","99.5842354824934"
"812","12","30","0.85","25","124.881453146574","normal","99.5842354824934"
"813","12","30","0.9","38","129.178315929972","normal","99.6098652579453"
"814","12","30","0.95","44","134.930864208781","normal","107.234530814895"
"815","12","30","0.98","78","140.902811666907","normal","118.157869657904"
"816","12","30","0.99","94","144.764123104154","normal","125.101896868312"
"817","13","7","0.8","31","141.011431961077","normal","98.6614012042182"
"818","13","7","0.85","42","146.733474238897","normal","99.969988237689"
"819","13","7","0.9","63","152.448908034673","normal","107.590154404896"
"820","13","7","0.95","73","159.593970198639","normal","121.655745566937"
"821","13","7","0.98","130","166.666125286854","normal","137.533352273907"
"822","13","7","0.99","156","171.141547395855","normal","147.909336771373"
"823","13","12","0.8","31","141.011431961077","normal","100.038435384902"
"824","13","12","0.85","42","146.733474238897","normal","100.038435384902"
"825","13","12","0.9","63","152.448908034673","normal","100.28744127287"
"826","13","12","0.95","73","159.593970198639","normal","112.641972135767"
"827","13","12","0.98","130","166.666125286854","normal","130.401812065211"
"828","13","12","0.99","156","171.141547395855","normal","141.765443812128"
"829","13","24","0.8","31","141.011431961077","normal","100.131261219635"
"830","13","24","0.85","42","146.733474238897","normal","100.131261219635"
"831","13","24","0.9","63","152.448908034673","normal","100.138153150927"
"832","13","24","0.95","73","159.593970198639","normal","113.120660829308"
"833","13","24","0.98","130","166.666125286854","normal","131.357299352481"
"834","13","24","0.99","156","171.141547395855","normal","142.955781037136"
"835","13","30","0.8","31","141.011431961077","normal","100.627197971038"
"836","13","30","0.85","42","146.733474238897","normal","100.627197971038"
"837","13","30","0.9","63","152.448908034673","normal","100.710802009158"
"838","13","30","0.95","73","159.593970198639","normal","114.16574357483"
"839","13","30","0.98","130","166.666125286854","normal","132.62324510187"
"840","13","30","0.99","156","171.141547395855","normal","144.372799852403"
"841","14","7","0.8","46","121.593968479976","normal","102.106419736871"
"842","14","7","0.85","63","188.267432857006","normal","103.794568551914"
"843","14","7","0.9","95","196.751477053627","normal","114.573526969436"
"844","14","7","0.95","110","205.25914363718","normal","134.992274142379"
"845","14","7","0.98","195","212.915777803164","normal","158.05425862754"
"846","14","7","0.99","235","217.501051914947","normal","173.565176212537"
"847","14","12","0.8","46","121.593968479976","normal","100.0891977086"
"848","14","12","0.85","63","188.267432857006","normal","100.0891977086"
"849","14","12","0.9","95","196.751477053627","normal","100.616041271304"
"850","14","12","0.95","110","205.25914363718","normal","119.212888286074"
"851","14","12","0.98","195","212.915777803164","normal","144.866114096076"
"852","14","12","0.99","235","217.501051914947","normal","161.66341823466"
"853","14","24","0.8","46","121.593968479976","normal","99.1953257379384"
"854","14","24","0.85","63","188.267432857006","normal","99.1953257379384"
"855","14","24","0.9","95","196.751477053627","normal","99.3647931593799"
"856","14","24","0.95","110","205.25914363718","normal","117.830424056621"
"857","14","24","0.98","195","212.915777803164","normal","144.733347430561"
"858","14","24","0.99","235","217.501051914947","normal","161.855869733795"
"859","14","30","0.8","46","121.593968479976","normal","98.9459692955353"
"860","14","30","0.85","63","188.267432857006","normal","98.9459692955353"
"861","14","30","0.9","95","196.751477053627","normal","99.0428216207437"
"862","14","30","0.95","110","205.25914363718","normal","117.098989205087"
"863","14","30","0.98","195","212.915777803164","normal","143.969369257765"
"864","14","30","0.99","235","217.501051914947","normal","161.029890042332"
"865","15","7","0.8","93","84.3024578264449","normal","98.5536507074307"
"866","15","7","0.85","126","293.643981898674","normal","111.637249064665"
"867","15","7","0.9","190","299.282527304822","normal","135.545224600418"
"868","15","7","0.95","220","304.941878843107","normal","170.606481281104"
"869","15","7","0.98","390","310.028536608226","normal","209.553383748239"
"870","15","7","0.99","470","313.140580406569","normal","235.703382764386"
"871","15","12","0.8","93","84.3024578264449","normal","100.456818252946"
"872","15","12","0.85","126","293.643981898674","normal","100.456818252946"
"873","15","12","0.9","190","299.282527304822","normal","101.742599193432"
"874","15","12","0.95","220","304.941878843107","normal","139.959741114592"
"875","15","12","0.98","390","310.028536608226","normal","191.626527508412"
"876","15","12","0.99","470","313.140580406569","normal","224.542150382044"
"877","15","24","0.8","93","84.3024578264449","normal","100.260142868909"
"878","15","24","0.85","126","293.643981898674","normal","100.260142868909"
"879","15","24","0.9","190","299.282527304822","normal","100.583795739615"
"880","15","24","0.95","220","304.941878843107","normal","137.937680526095"
"881","15","24","0.98","390","310.028536608226","normal","191.66423548143"
"882","15","24","0.99","470","313.140580406569","normal","225.82814407898"
"883","15","30","0.8","93","84.3024578264449","normal","100.584575570787"
"884","15","30","0.85","126","293.643981898674","normal","100.584575570787"
"885","15","30","0.9","190","299.282527304822","normal","100.843232785319"
"886","15","30","0.95","220","304.941878843107","normal","138.810908437816"
"887","15","30","0.98","390","310.028536608226","normal","192.907659727006"
"888","15","30","0.99","470","313.140580406569","normal","227.400408889407"
"889","16","7","0.8","187","40.2471886463987","normal","114.22543035691"
"890","16","7","0.85","253","42.3366530143167","normal","145.946622287857"
"891","16","7","0.9","380","53.8408785916683","normal","185.717913685535"
"892","16","7","0.95","440","699.77830052895","normal","244.33899034871"
"893","16","7","0.98","780","704.518153304893","normal","309.819625515945"
"894","16","7","0.99","940","706.977940640558","normal","353.177710407142"
"895","16","12","0.8","187","40.2471886463987","normal","105.581256111359"
"896","16","12","0.85","253","42.3366530143167","normal","105.581256111359"
"897","16","12","0.9","380","53.8408785916683","normal","118.482524340297"
"898","16","12","0.95","440","699.77830052895","normal","192.008708822453"
"899","16","12","0.98","780","704.518153304893","normal","283.426442824405"
"900","16","12","0.99","940","706.977940640558","normal","342.065820919762"
"901","16","24","0.8","187","40.2471886463987","normal","97.92926790625"
"902","16","24","0.85","253","42.3366530143167","normal","97.92926790625"
"903","16","24","0.9","380","53.8408785916683","normal","101.899257015186"
"904","16","24","0.95","440","699.77830052895","normal","173.086459841171"
"905","16","24","0.98","780","704.518153304893","normal","275.460278227062"
"906","16","24","0.99","940","706.977940640558","normal","340.582985599607"
"907","16","30","0.8","187","40.2471886463987","normal","97.3462325990472"
"908","16","30","0.85","253","42.3366530143167","normal","97.3462325990472"
"909","16","30","0.9","380","53.8408785916683","normal","101.439983487943"
"910","16","30","0.95","440","699.77830052895","normal","168.951928022505"
"911","16","30","0.98","780","704.518153304893","normal","269.497979320571"
"912","16","30","0.99","940","706.977940640558","normal","333.371219063221"
"913","17","7","0.8","18","119.065627437007","normal","100.037980925072"
"914","17","7","0.85","25","121.863808743539","normal","100.037980925072"
"915","17","7","0.9","38","125.179269506397","normal","100.037980925072"
"916","17","7","0.95","44","129.925419366734","normal","100.037980925072"
"917","17","7","0.98","78","135.117961095513","normal","100.037980925072"
"918","17","7","0.99","94","138.491172653018","normal","100.230558991132"
"919","17","12","0.8","18","119.065627437007","normal","99.8588631302182"
"920","17","12","0.85","25","121.863808743539","normal","99.8588631302182"
"921","17","12","0.9","38","125.179269506397","normal","100.02318663012"
"922","17","12","0.95","44","129.925419366734","normal","108.144310129629"
"923","17","12","0.98","78","135.117961095513","normal","119.267057810347"
"924","17","12","0.99","94","138.491172653018","normal","126.35110013104"
"925","17","24","0.8","18","119.065627437007","normal","100.503775806242"
"926","17","24","0.85","25","121.863808743539","normal","100.503775806242"
"927","17","24","0.9","38","125.179269506397","normal","100.504478826271"
"928","17","24","0.95","44","129.925419366734","normal","108.162989402664"
"929","17","24","0.98","78","135.117961095513","normal","119.090725954983"
"930","17","24","0.99","94","138.491172653018","normal","126.037641433859"
"931","17","30","0.8","18","119.065627437007","normal","99.7344598002296"
"932","17","30","0.85","25","121.863808743539","normal","99.7344598002296"
"933","17","30","0.9","38","125.179269506397","normal","99.73463014278"
"934","17","30","0.95","44","129.925419366734","normal","107.293424059421"
"935","17","30","0.98","78","135.117961095513","normal","118.185290479561"
"936","17","30","0.99","94","138.491172653018","normal","125.107739364041"
"937","18","7","0.8","31","134.157631595866","normal","101.479375803381"
"938","18","7","0.85","42","137.234210082744","normal","102.071368225144"
"939","18","7","0.9","63","140.863224800173","normal","109.087294262727"
"940","18","7","0.95","73","145.876700529871","normal","122.993667045755"
"941","18","7","0.98","130","151.22510827789","normal","138.47710177969"
"942","18","7","0.99","156","154.694825155663","normal","148.579297091888"
"943","18","12","0.8","31","134.157631595866","normal","100.666063157261"
"944","18","12","0.85","42","137.234210082744","normal","100.666063157261"
"945","18","12","0.9","63","140.863224800173","normal","100.680776150461"
"946","18","12","0.95","73","145.876700529871","normal","112.925670728964"
"947","18","12","0.98","130","151.22510827789","normal","130.873684649467"
"948","18","12","0.99","156","154.694825155663","normal","142.274432083403"
"949","18","24","0.8","31","134.157631595866","normal","98.9177646583543"
"950","18","24","0.85","42","137.234210082744","normal","98.9177646583543"
"951","18","24","0.9","63","140.863224800173","normal","98.9256038353226"
"952","18","24","0.95","73","145.876700529871","normal","112.009687520305"
"953","18","24","0.98","130","151.22510827789","normal","130.307026660717"
"954","18","24","0.99","156","154.694825155663","normal","141.946950218122"
"955","18","30","0.8","31","134.157631595866","normal","98.6352029748557"
"956","18","30","0.85","42","137.234210082744","normal","98.6352029748557"
"957","18","30","0.9","63","140.863224800173","normal","98.6352029748557"
"958","18","30","0.95","73","145.876700529871","normal","111.7601141581"
"959","18","30","0.98","130","151.22510827789","normal","130.073657407761"
"960","18","30","0.99","156","154.694825155663","normal","141.724600077551"
"961","19","7","0.8","46","151.464440641035","normal","100.912639070349"
"962","19","7","0.85","63","153.763862356988","normal","100.981575842916"
"963","19","7","0.9","95","156.461110325412","normal","111.093396000093"
"964","19","7","0.95","110","160.203033626478","normal","133.638535598328"
"965","19","7","0.98","195","164.210205572965","normal","158.2948121922"
"966","19","7","0.99","235","166.797083517921","normal","174.392476233726"
"967","19","12","0.8","46","151.464440641035","normal","101.329661943133"
"968","19","12","0.85","63","153.763862356988","normal","101.329661943133"
"969","19","12","0.9","95","156.461110325412","normal","101.329661943133"
"970","19","12","0.95","110","160.203033626478","normal","121.498817312968"
"971","19","12","0.98","195","164.210205572965","normal","149.241636058931"
"972","19","12","0.99","235","166.797083517921","normal","166.899290898329"
"973","19","24","0.8","46","151.464440641035","normal","100.010054776813"
"974","19","24","0.85","63","153.763862356988","normal","100.010054776813"
"975","19","24","0.9","95","156.461110325412","normal","100.010054776813"
"976","19","24","0.95","110","160.203033626478","normal","119.270644434394"
"977","19","24","0.98","195","164.210205572965","normal","146.678263619031"
"978","19","24","0.99","235","166.797083517921","normal","164.105975656238"
"979","19","30","0.8","46","151.464440641035","normal","98.9568632944753"
"980","19","30","0.85","63","153.763862356988","normal","98.9568632944753"
"981","19","30","0.9","95","156.461110325412","normal","98.9568632944753"
"982","19","30","0.95","110","160.203033626478","normal","117.886206794691"
"983","19","30","0.98","195","164.210205572965","normal","145.164946944889"
"984","19","30","0.99","235","166.797083517921","normal","162.504513780622"
"985","20","7","0.8","18","115.881309547089","normal","100.152913953242"
"986","20","7","0.85","25","118.188051072773","normal","100.152913953242"
"987","20","7","0.9","38","121.050214070076","normal","100.152913953242"
"988","20","7","0.95","44","125.212875702924","normal","100.16996158924"
"989","20","7","0.98","78","129.801135556467","normal","107.219182047367"
"990","20","7","0.99","94","132.858683413945","normal","114.839952216835"
"991","20","12","0.8","18","115.881309547089","normal","100.271679997627"
"992","20","12","0.85","25","118.188051072773","normal","100.271679997627"
"993","20","12","0.9","38","121.050214070076","normal","100.541262118477"
"994","20","12","0.95","44","125.212875702924","normal","107.867201631479"
"995","20","12","0.98","78","129.801135556467","normal","118.559359594066"
"996","20","12","0.99","94","132.858683413945","normal","125.401926299635"
"997","20","24","0.8","18","115.881309547089","normal","99.8864109187778"
"998","20","24","0.85","25","118.188051072773","normal","99.8864109187778"
"999","20","24","0.9","38","121.050214070076","normal","99.9597427485088"
"1000","20","24","0.95","44","125.212875702924","normal","107.57857540104"
"1001","20","24","0.98","78","129.801135556467","normal","118.499765500715"
"1002","20","24","0.99","94","132.858683413945","normal","125.442420305886"
"1003","20","30","0.8","18","115.881309547089","normal","99.8557782815348"
"1004","20","30","0.85","25","118.188051072773","normal","99.8557782815348"
"1005","20","30","0.9","38","121.050214070076","normal","99.8796649101591"
"1006","20","30","0.95","44","125.212875702924","normal","107.503171863801"
"1007","20","30","0.98","78","129.801135556467","normal","118.416700125826"
"1008","20","30","0.99","94","132.858683413945","normal","125.354485407132"
"1009","21","7","0.8","31","125.903988513299","normal","99.5146915369938"
"1010","21","7","0.85","42","127.828990530725","normal","101.179871073332"
"1011","21","7","0.9","63","130.170262527867","normal","108.985972833073"
"1012","21","7","0.95","73","133.563442010381","normal","122.819015696632"
"1013","21","7","0.98","130","137.275420301593","normal","138.339945241962"
"1014","21","7","0.99","156","139.717855050831","normal","148.605987108098"
"1015","21","12","0.8","31","125.903988513299","normal","97.154688605826"
"1016","21","12","0.85","42","127.828990530725","normal","97.154688605826"
"1017","21","12","0.9","63","130.170262527867","normal","97.2324757830219"
"1018","21","12","0.95","73","133.563442010381","normal","110.687803802006"
"1019","21","12","0.98","130","137.275420301593","normal","129.069301667808"
"1020","21","12","0.99","156","139.717855050831","normal","140.775345785031"
"1021","21","24","0.8","31","125.903988513299","normal","100.301994837574"
"1022","21","24","0.85","42","127.828990530725","normal","100.301994837574"
"1023","21","24","0.9","63","130.170262527867","normal","100.30608896331"
"1024","21","24","0.95","73","133.563442010381","normal","113.022270682974"
"1025","21","24","0.98","130","137.275420301593","normal","131.110683277634"
"1026","21","24","0.99","156","139.717855050831","normal","142.62146963472"
"1027","21","30","0.8","31","125.903988513299","normal","100.455427935121"
"1028","21","30","0.85","42","127.828990530725","normal","100.455427935121"
"1029","21","30","0.9","63","130.170262527867","normal","100.455427935121"
"1030","21","30","0.95","73","133.563442010381","normal","113.318489325018"
"1031","21","30","0.98","130","137.275420301593","normal","131.520907288535"
"1032","21","30","0.99","156","139.717855050831","normal","143.095994437947"
"1033","22","7","0.8","46","143.312038860808","normal","101.038577556713"
